Tom Petty and the Heartbreakers,Echo,Billy the Kid,248
Tom Petty and the Heartbreakers,Echo,I Don't Wanna Fight,168
Tom Petty and the Heartbreakers,Echo,This One's For Me,162
Tom Petty and the Heartbreakers,Echo,No More,195
Tom Petty and the Heartbreakers,Echo,About To Give Out,192
Tom Petty and the Heartbreakers,Echo,Rhino Skin,237
Tom Petty and the Heartbreakers,Echo,One More Day One More Night,337
U2,Achtung Baby,Zoo Station,276
U2,Achtung Baby,Who's Gonna Ride Your Wild Horses,316
U2,Achtung Baby,So Cruel,349
U2,Achtung Baby,The Fly,269
U2,Achtung Baby,Tryin' To Throw Your Arms Around The World,232
U2,Achtung Baby,Ultra Violet (Light My Way),330
U2,Achtung Baby,Acrobat,270
U2,Achtung Baby,Love Is Blindness,263
